feedback_id,client_id,date_feedback,version_app,fonctionnalite,type_feedback,note_globale,note_facilite,note_design,note_performance,commentaire
APPMOB-00359,CLI-26973,2025-07-08 11:22:18,iOS 2.3.5,Chat avec conseiller,Difficulté d'utilisation,2,3,1,1,Menu pas intuitif
APPMOB-00360,CLI-46688,2025-08-27 11:22:18,Android 2.4.1,Simulation de devis,Bug signalé,4,4,3,4,Impossible de télécharger les attestations
APPMOB-00361,CLI-62508,2025-06-24 11:22:18,iOS 2.3.5,Paiement,Difficulté d'utilisation,1,1,1,1,Menu pas intuitif
APPMOB-00362,CLI-68363,2025-06-09 11:22:18,Android 2.4.1,Espace documentaire,Suggestion d'amélioration,5,4,4,4,Ajouter mode sombre
APPMOB-00363,CLI-94900,2025-06-30 11:22:18,Android 2.4.1,Simulation de devis,Suggestion d'amélioration,4,4,4,5,Ajouter mode sombre
APPMOB-00364,CLI-68026,2025-08-12 11:22:18,Android 2.4.1,Gestion de profil,Suggestion d'amélioration,5,4,5,5,Améliorer l'ergonomie
APPMOB-00365,CLI-53136,2025-08-03 11:22:18,Android 2.4.0,Notification,Suggestion d'amélioration,3,4,2,2,Ajouter Touch ID/Face ID
APPMOB-00366,CLI-26532,2025-09-16 11:22:18,iOS 2.3.5,Gestion de profil,Difficulté d'utilisation,3,2,2,3,Menu pas intuitif
APPMOB-00367,CLI-25561,2025-05-23 11:22:18,Android 2.4.0,Notification,Bug signalé,4,3,3,3,Notifications qui ne s'affichent pas
APPMOB-00368,CLI-75604,2025-10-11 11:22:18,Android 2.3.5,Gestion de profil,Suggestion d'amélioration,4,3,3,3,Améliorer l'ergonomie
APPMOB-00369,CLI-94139,2025-07-16 11:22:18,iOS 2.4.1,Chat avec conseiller,Bug signalé,1,1,1,2,L'application se ferme lors du paiement
APPMOB-00370,CLI-93062,2025-10-14 11:22:18,iOS 2.4.0,Déclaration de sinistre,Appréciation positive,3,2,2,4,Interface claire et intuitive
APPMOB-00371,CLI-90562,2025-06-29 11:22:18,Android 2.3.5,Suivi de remboursement,Difficulté d'utilisation,3,3,4,4,Menu pas intuitif
APPMOB-00372,CLI-86240,2025-05-30 11:22:18,Android 2.4.1,Chat avec conseiller,Appréciation positive,4,3,4,5,Application très pratique
APPMOB-00373,CLI-83229,2025-10-17 11:22:18,iOS 2.4.1,Suivi de remboursement,Bug signalé,3,2,2,3,Impossible de télécharger les attestations
APPMOB-00374,CLI-87047,2025-09-12 11:22:18,iOS 2.3.5,Suivi de remboursement,Bug signalé,5,5,5,4,Notifications qui ne s'affichent pas
APPMOB-00375,CLI-91267,2025-07-17 11:22:18,iOS 2.4.0,Simulation de devis,Appréciation positive,3,2,3,3,Facile à utiliser
APPMOB-00376,CLI-62382,2025-08-02 11:22:18,iOS 2.4.0,Chat avec conseiller,Difficulté d'utilisation,4,5,5,5,Trop complexe pour déclarer un sinistre
APPMOB-00377,CLI-37712,2025-08-30 11:22:18,Android 2.4.0,Suivi de remboursement,Suggestion d'amélioration,1,1,2,2,Améliorer l'ergonomie
APPMOB-00378,CLI-79941,2025-04-26 11:22:18,Android 2.4.0,Demande d'attestation,Suggestion d'amélioration,1,1,1,2,Améliorer l'ergonomie
APPMOB-00379,CLI-80594,2025-09-01 11:22:18,iOS 2.4.0,Consultation de contrats,Suggestion d'amélioration,4,3,3,4,Ajouter mode sombre
APPMOB-00380,CLI-55132,2025-09-02 11:22:18,Android 2.3.5,Notification,Difficulté d'utilisation,1,1,1,1,Trop complexe pour déclarer un sinistre
APPMOB-00381,CLI-99586,2025-09-10 11:22:18,Android 2.4.1,Gestion de profil,Bug signalé,1,1,1,2,Notifications qui ne s'affichent pas
APPMOB-00382,CLI-61381,2025-10-08 11:22:18,Android 2.3.5,Notification,Difficulté d'utilisation,5,4,5,5,Trop complexe pour déclarer un sinistre
APPMOB-00383,CLI-43399,2025-08-17 11:22:18,Android 2.3.5,Demande d'attestation,Difficulté d'utilisation,4,3,4,3,Trop complexe pour déclarer un sinistre
APPMOB-00384,CLI-94758,2025-05-22 11:22:18,Android 2.4.1,Notification,Appréciation positive,5,5,4,5,Application très pratique
APPMOB-00385,CLI-54057,2025-07-25 11:22:18,Android 2.4.0,Espace documentaire,Appréciation positive,5,4,5,4,Facile à utiliser
APPMOB-00386,CLI-95694,2025-06-13 11:22:18,iOS 2.4.0,Paiement,Difficulté d'utilisation,5,5,4,5,Menu pas intuitif
APPMOB-00387,CLI-32274,2025-08-24 11:22:18,Android 2.4.1,Simulation de devis,Bug signalé,3,2,4,2,Notifications qui ne s'affichent pas
APPMOB-00388,CLI-12763,2025-06-09 11:22:18,iOS 2.3.5,Notification,Appréciation positive,3,4,2,2,Interface claire et intuitive
APPMOB-00389,CLI-46119,2025-08-01 11:22:18,Android 2.4.0,Paiement,Bug signalé,3,4,2,4,Notifications qui ne s'affichent pas
APPMOB-00390,CLI-36301,2025-06-05 11:22:18,iOS 2.3.5,Demande d'attestation,Difficulté d'utilisation,3,3,4,2,Trop complexe pour déclarer un sinistre
APPMOB-00391,CLI-74129,2025-10-15 11:22:18,Android 2.4.1,Consultation de contrats,Appréciation positive,4,3,4,5,Facile à utiliser
APPMOB-00392,CLI-55398,2025-09-06 11:22:18,Android 2.3.5,Déclaration de sinistre,Suggestion d'amélioration,4,3,4,5,Ajouter Touch ID/Face ID
APPMOB-00393,CLI-63815,2025-05-29 11:22:18,Android 2.3.5,Demande d'attestation,Suggestion d'amélioration,3,2,4,4,Ajouter mode sombre
APPMOB-00394,CLI-44053,2025-04-24 11:22:18,iOS 2.3.5,Espace documentaire,Appréciation positive,2,1,3,3,Facile à utiliser
APPMOB-00395,CLI-71893,2025-05-20 11:22:18,iOS 2.3.5,Consultation de contrats,Suggestion d'amélioration,3,3,3,2,Ajouter mode sombre
APPMOB-00396,CLI-26836,2025-08-02 11:22:18,Android 2.4.1,Consultation de contrats,Suggestion d'amélioration,4,5,5,4,Ajouter mode sombre
APPMOB-00397,CLI-13034,2025-10-02 11:22:18,iOS 2.3.5,Demande d'attestation,Suggestion d'amélioration,1,1,1,1,Ajouter mode sombre
APPMOB-00398,CLI-28635,2025-09-12 11:22:18,Android 2.4.1,Déclaration de sinistre,Bug signalé,2,2,2,1,Impossible de télécharger les attestations
APPMOB-00399,CLI-84065,2025-05-19 11:22:18,iOS 2.3.5,Paiement,Difficulté d'utilisation,1,2,2,2,Menu pas intuitif
APPMOB-00400,CLI-23495,2025-08-29 11:22:18,iOS 2.4.1,Paiement,Suggestion d'amélioration,2,3,1,2,Améliorer l'ergonomie
APPMOB-00401,CLI-32249,2025-07-28 11:22:18,Android 2.3.5,Notification,Bug signalé,3,3,4,3,Impossible de télécharger les attestations
APPMOB-00402,CLI-35255,2025-08-13 11:22:18,iOS 2.3.5,Demande d'attestation,Bug signalé,1,2,1,1,Notifications qui ne s'affichent pas
APPMOB-00403,CLI-98905,2025-07-14 11:22:18,Android 2.4.0,Simulation de devis,Appréciation positive,3,2,4,2,Interface claire et intuitive
APPMOB-00404,CLI-32786,2025-06-02 11:22:18,Android 2.3.5,Demande d'attestation,Bug signalé,4,4,5,3,Notifications qui ne s'affichent pas
APPMOB-00405,CLI-64655,2025-07-10 11:22:18,Android 2.4.1,Paiement,Suggestion d'amélioration,4,5,4,3,Ajouter mode sombre
APPMOB-00406,CLI-32165,2025-07-17 11:22:18,iOS 2.3.5,Suivi de remboursement,Suggestion d'amélioration,1,1,2,2,Ajouter mode sombre
APPMOB-00407,CLI-94788,2025-08-05 11:22:18,iOS 2.4.1,Espace documentaire,Difficulté d'utilisation,5,5,5,4,Trop complexe pour déclarer un sinistre
APPMOB-00408,CLI-88812,2025-10-10 11:22:18,iOS 2.4.0,Chat avec conseiller,Appréciation positive,3,3,2,4,Facile à utiliser
APPMOB-00409,CLI-11449,2025-06-07 11:22:18,Android 2.3.5,Simulation de devis,Appréciation positive,4,5,5,5,Application très pratique
APPMOB-00410,CLI-67831,2025-07-24 11:22:18,Android 2.4.0,Demande d'attestation,Bug signalé,3,2,3,3,Problème de connexion récurrent
APPMOB-00411,CLI-64220,2025-09-06 11:22:18,iOS 2.4.1,Déclaration de sinistre,Difficulté d'utilisation,2,3,1,1,Menu pas intuitif
APPMOB-00412,CLI-33666,2025-07-24 11:22:18,iOS 2.4.0,Demande d'attestation,Suggestion d'amélioration,5,5,4,4,Améliorer l'ergonomie
APPMOB-00413,CLI-76334,2025-07-29 11:22:18,Android 2.4.1,Notification,Difficulté d'utilisation,1,2,2,1,Menu pas intuitif
APPMOB-00414,CLI-66378,2025-08-04 11:22:18,iOS 2.4.1,Notification,Suggestion d'amélioration,3,4,2,2,Ajouter Touch ID/Face ID
APPMOB-00415,CLI-31983,2025-10-07 11:22:18,iOS 2.4.1,Gestion de profil,Appréciation positive,5,5,5,5,Interface claire et intuitive
APPMOB-00416,CLI-95597,2025-06-27 11:22:18,iOS 2.4.0,Suivi de remboursement,Suggestion d'amélioration,5,4,5,4,Ajouter mode sombre
APPMOB-00417,CLI-95652,2025-04-29 11:22:18,iOS 2.4.1,Consultation de contrats,Suggestion d'amélioration,5,5,5,4,Ajouter Touch ID/Face ID
APPMOB-00418,CLI-81915,2025-07-23 11:22:18,Android 2.4.0,Chat avec conseiller,Appréciation positive,4,4,3,5,Facile à utiliser
APPMOB-00419,CLI-12849,2025-06-07 11:22:18,Android 2.4.1,Paiement,Difficulté d'utilisation,3,4,4,4,Trop complexe pour déclarer un sinistre
APPMOB-00420,CLI-11144,2025-06-19 11:22:18,Android 2.4.1,Chat avec conseiller,Suggestion d'amélioration,5,4,5,4,Ajouter mode sombre
APPMOB-00421,CLI-95126,2025-09-23 11:22:18,Android 2.3.5,Notification,Suggestion d'amélioration,2,3,2,3,Améliorer l'ergonomie
APPMOB-00422,CLI-84422,2025-06-08 11:22:18,iOS 2.4.0,Demande d'attestation,Bug signalé,1,1,1,2,Notifications qui ne s'affichent pas
APPMOB-00423,CLI-88248,2025-09-30 11:22:18,iOS 2.4.0,Demande d'attestation,Bug signalé,3,2,3,4,Notifications qui ne s'affichent pas
APPMOB-00424,CLI-31717,2025-06-20 11:22:18,iOS 2.4.0,Déclaration de sinistre,Appréciation positive,5,5,5,4,Interface claire et intuitive
APPMOB-00425,CLI-13401,2025-08-28 11:22:18,iOS 2.4.1,Espace documentaire,Appréciation positive,2,2,3,3,Application très pratique
APPMOB-00426,CLI-43583,2025-06-10 11:22:18,iOS 2.4.0,Demande d'attestation,Suggestion d'amélioration,4,3,5,5,Ajouter mode sombre
APPMOB-00427,CLI-60485,2025-04-25 11:22:18,Android 2.4.0,Simulation de devis,Bug signalé,5,4,4,5,Impossible de télécharger les attestations
APPMOB-00428,CLI-27449,2025-05-15 11:22:18,iOS 2.3.5,Demande d'attestation,Appréciation positive,2,2,2,2,Interface claire et intuitive
APPMOB-00429,CLI-15220,2025-06-28 11:22:18,iOS 2.3.5,Notification,Difficulté d'utilisation,3,4,3,2,Menu pas intuitif
APPMOB-00430,CLI-98809,2025-08-04 11:22:18,iOS 2.3.5,Chat avec conseiller,Suggestion d'amélioration,4,4,4,3,Ajouter Touch ID/Face ID
APPMOB-00431,CLI-24301,2025-06-14 11:22:18,iOS 2.4.0,Simulation de devis,Difficulté d'utilisation,4,5,5,3,Menu pas intuitif
APPMOB-00432,CLI-79732,2025-05-19 11:22:18,iOS 2.4.0,Chat avec conseiller,Bug signalé,4,4,4,5,Impossible de télécharger les attestations
APPMOB-00433,CLI-64056,2025-04-22 11:22:18,Android 2.3.5,Déclaration de sinistre,Difficulté d'utilisation,2,2,3,2,Menu pas intuitif
APPMOB-00434,CLI-97161,2025-05-20 11:22:18,iOS 2.3.5,Suivi de remboursement,Bug signalé,1,1,1,1,Impossible de télécharger les attestations
APPMOB-00435,CLI-18224,2025-06-10 11:22:18,Android 2.4.0,Demande d'attestation,Bug signalé,5,5,5,4,L'application se ferme lors du paiement
APPMOB-00436,CLI-89731,2025-07-19 11:22:18,Android 2.3.5,Chat avec conseiller,Appréciation positive,4,4,5,3,Facile à utiliser
APPMOB-00437,CLI-97898,2025-10-10 11:22:18,iOS 2.4.0,Suivi de remboursement,Appréciation positive,4,5,3,5,Interface claire et intuitive
APPMOB-00438,CLI-68767,2025-09-18 11:22:18,iOS 2.4.1,Paiement,Bug signalé,4,3,5,4,Impossible de télécharger les attestations
APPMOB-00439,CLI-51638,2025-05-14 11:22:18,iOS 2.3.5,Notification,Bug signalé,5,5,4,5,Impossible de télécharger les attestations
APPMOB-00440,CLI-34258,2025-05-12 11:22:18,iOS 2.3.5,Consultation de contrats,Suggestion d'amélioration,5,4,4,5,Améliorer l'ergonomie
APPMOB-00441,CLI-88176,2025-04-22 11:22:18,iOS 2.3.5,Demande d'attestation,Suggestion d'amélioration,4,4,5,4,Ajouter Touch ID/Face ID
APPMOB-00442,CLI-69894,2025-07-08 11:22:18,Android 2.4.1,Paiement,Difficulté d'utilisation,5,5,5,4,Menu pas intuitif
APPMOB-00443,CLI-66158,2025-07-15 11:22:18,Android 2.3.5,Paiement,Bug signalé,4,3,5,3,Problème de connexion récurrent
APPMOB-00444,CLI-48330,2025-07-05 11:22:18,iOS 2.4.0,Paiement,Bug signalé,4,3,5,5,Impossible de télécharger les attestations
APPMOB-00445,CLI-66739,2025-08-09 11:22:18,Android 2.4.1,Notification,Bug signalé,5,5,5,5,Problème de connexion récurrent
APPMOB-00446,CLI-13444,2025-08-01 11:22:18,iOS 2.3.5,Espace documentaire,Bug signalé,5,4,5,5,Impossible de télécharger les attestations
APPMOB-00447,CLI-83153,2025-08-20 11:22:18,iOS 2.4.1,Espace documentaire,Bug signalé,3,4,3,2,Problème de connexion récurrent
APPMOB-00448,CLI-38207,2025-08-04 11:22:18,iOS 2.4.1,Consultation de contrats,Suggestion d'amélioration,5,5,5,4,Ajouter mode sombre
APPMOB-00449,CLI-30613,2025-09-21 11:22:18,iOS 2.4.1,Suivi de remboursement,Difficulté d'utilisation,5,4,5,5,Trop complexe pour déclarer un sinistre
APPMOB-00450,CLI-66094,2025-05-30 11:22:18,iOS 2.4.0,Notification,Bug signalé,3,4,3,4,Impossible de télécharger les attestations
APPMOB-00451,CLI-18839,2025-05-07 11:22:18,Android 2.4.0,Chat avec conseiller,Appréciation positive,5,4,5,4,Application très pratique
APPMOB-00452,CLI-61025,2025-04-27 11:22:18,Android 2.3.5,Déclaration de sinistre,Difficulté d'utilisation,2,1,2,2,Trop complexe pour déclarer un sinistre
APPMOB-00453,CLI-19843,2025-06-14 11:22:18,Android 2.3.5,Chat avec conseiller,Appréciation positive,3,3,2,4,Facile à utiliser
APPMOB-00454,CLI-23365,2025-07-13 11:22:18,Android 2.4.0,Notification,Difficulté d'utilisation,4,4,5,5,Menu pas intuitif
APPMOB-00455,CLI-99341,2025-07-16 11:22:18,Android 2.3.5,Paiement,Difficulté d'utilisation,5,5,5,4,Trop complexe pour déclarer un sinistre
APPMOB-00456,CLI-15415,2025-04-26 11:22:18,iOS 2.4.1,Gestion de profil,Appréciation positive,1,1,2,1,Facile à utiliser
APPMOB-00457,CLI-51004,2025-04-24 11:22:18,iOS 2.4.0,Demande d'attestation,Appréciation positive,3,4,2,2,Interface claire et intuitive
APPMOB-00458,CLI-24866,2025-07-15 11:22:18,iOS 2.4.1,Gestion de profil,Difficulté d'utilisation,2,1,2,3,Menu pas intuitif
APPMOB-00459,CLI-14279,2025-04-29 11:22:18,Android 2.3.5,Consultation de contrats,Appréciation positive,5,5,5,4,Facile à utiliser
APPMOB-00460,CLI-81956,2025-08-24 11:22:18,Android 2.4.0,Suivi de remboursement,Suggestion d'amélioration,5,5,4,5,Ajouter Touch ID/Face ID
APPMOB-00461,CLI-49586,2025-09-25 11:22:18,Android 2.3.5,Déclaration de sinistre,Appréciation positive,4,4,4,4,Application très pratique
APPMOB-00462,CLI-26548,2025-04-26 11:22:18,Android 2.4.1,Gestion de profil,Bug signalé,4,5,5,3,Problème de connexion récurrent
APPMOB-00463,CLI-55084,2025-04-23 11:22:18,Android 2.4.0,Gestion de profil,Bug signalé,5,5,5,5,Impossible de télécharger les attestations
APPMOB-00464,CLI-41466,2025-07-16 11:22:18,iOS 2.3.5,Consultation de contrats,Appréciation positive,3,4,2,3,Interface claire et intuitive
APPMOB-00465,CLI-78360,2025-09-29 11:22:18,iOS 2.3.5,Consultation de contrats,Difficulté d'utilisation,2,1,1,1,Trop complexe pour déclarer un sinistre
APPMOB-00466,CLI-26068,2025-06-06 11:22:18,Android 2.3.5,Chat avec conseiller,Appréciation positive,4,5,5,3,Interface claire et intuitive
APPMOB-00467,CLI-87989,2025-09-23 11:22:18,iOS 2.4.1,Demande d'attestation,Difficulté d'utilisation,3,4,4,2,Menu pas intuitif
APPMOB-00468,CLI-76618,2025-06-24 11:22:18,iOS 2.4.0,Gestion de profil,Difficulté d'utilisation,3,4,4,3,Menu pas intuitif
APPMOB-00469,CLI-95598,2025-05-23 11:22:18,iOS 2.3.5,Déclaration de sinistre,Difficulté d'utilisation,2,2,2,2,Menu pas intuitif
APPMOB-00470,CLI-92335,2025-05-11 11:22:18,Android 2.4.0,Gestion de profil,Difficulté d'utilisation,3,3,2,4,Menu pas intuitif
APPMOB-00471,CLI-45731,2025-09-29 11:22:18,iOS 2.4.0,Espace documentaire,Bug signalé,4,3,5,4,Problème de connexion récurrent
APPMOB-00472,CLI-71309,2025-06-13 11:22:18,iOS 2.3.5,Espace documentaire,Suggestion d'amélioration,4,4,3,3,Améliorer l'ergonomie
APPMOB-00473,CLI-21100,2025-09-18 11:22:18,iOS 2.4.0,Notification,Difficulté d'utilisation,4,5,4,5,Trop complexe pour déclarer un sinistre
APPMOB-00474,CLI-59859,2025-09-14 11:22:18,Android 2.4.1,Suivi de remboursement,Suggestion d'amélioration,5,5,5,5,Améliorer l'ergonomie
APPMOB-00475,CLI-93686,2025-09-08 11:22:18,Android 2.3.5,Paiement,Suggestion d'amélioration,4,4,3,4,Ajouter mode sombre
APPMOB-00476,CLI-66365,2025-07-20 11:22:18,Android 2.3.5,Gestion de profil,Bug signalé,4,3,4,4,L'application se ferme lors du paiement
APPMOB-00477,CLI-21064,2025-05-08 11:22:18,Android 2.4.1,Gestion de profil,Appréciation positive,5,4,5,4,Facile à utiliser
APPMOB-00478,CLI-82109,2025-08-31 11:22:18,iOS 2.4.0,Suivi de remboursement,Suggestion d'amélioration,5,5,5,5,Ajouter Touch ID/Face ID
APPMOB-00479,CLI-96658,2025-08-22 11:22:18,Android 2.4.1,Notification,Appréciation positive,5,4,5,5,Facile à utiliser
APPMOB-00480,CLI-44913,2025-09-30 11:22:18,iOS 2.4.1,Paiement,Suggestion d'amélioration,2,3,3,1,Ajouter mode sombre
APPMOB-00481,CLI-35300,2025-06-01 11:22:18,iOS 2.4.0,Paiement,Appréciation positive,4,3,3,5,Facile à utiliser
APPMOB-00482,CLI-81142,2025-08-19 11:22:18,Android 2.4.0,Gestion de profil,Appréciation positive,5,4,4,5,Interface claire et intuitive
APPMOB-00483,CLI-75611,2025-06-15 11:22:18,Android 2.4.0,Paiement,Bug signalé,4,3,4,5,Impossible de télécharger les attestations
APPMOB-00484,CLI-45359,2025-08-21 11:22:18,iOS 2.4.0,Paiement,Bug signalé,2,3,2,2,Impossible de télécharger les attestations
APPMOB-00485,CLI-90243,2025-04-26 11:22:18,iOS 2.3.5,Consultation de contrats,Difficulté d'utilisation,4,3,5,4,Trop complexe pour déclarer un sinistre
APPMOB-00486,CLI-39700,2025-06-17 11:22:18,Android 2.4.0,Gestion de profil,Difficulté d'utilisation,3,4,4,3,Trop complexe pour déclarer un sinistre
APPMOB-00487,CLI-52726,2025-05-28 11:22:18,Android 2.4.1,Chat avec conseiller,Suggestion d'amélioration,1,1,1,2,Ajouter Touch ID/Face ID
APPMOB-00488,CLI-33905,2025-06-09 11:22:18,Android 2.4.0,Demande d'attestation,Suggestion d'amélioration,4,4,3,3,Ajouter Touch ID/Face ID
APPMOB-00489,CLI-27460,2025-06-07 11:22:18,iOS 2.3.5,Simulation de devis,Difficulté d'utilisation,1,1,1,1,Menu pas intuitif
APPMOB-00490,CLI-75074,2025-05-27 11:22:18,Android 2.3.5,Chat avec conseiller,Difficulté d'utilisation,4,4,4,3,Trop complexe pour déclarer un sinistre
APPMOB-00491,CLI-90240,2025-05-14 11:22:18,iOS 2.4.1,Notification,Appréciation positive,1,2,2,2,Interface claire et intuitive
APPMOB-00492,CLI-64200,2025-09-18 11:22:18,iOS 2.3.5,Chat avec conseiller,Bug signalé,3,3,4,3,Notifications qui ne s'affichent pas
APPMOB-00493,CLI-47760,2025-05-12 11:22:18,Android 2.4.0,Notification,Suggestion d'amélioration,2,3,1,3,Ajouter mode sombre
APPMOB-00494,CLI-98816,2025-09-01 11:22:18,Android 2.4.1,Gestion de profil,Appréciation positive,5,5,5,4,Facile à utiliser
APPMOB-00495,CLI-98769,2025-09-27 11:22:18,Android 2.3.5,Paiement,Bug signalé,4,3,5,3,Impossible de télécharger les attestations
APPMOB-00496,CLI-21294,2025-04-23 11:22:18,Android 2.3.5,Suivi de remboursement,Appréciation positive,5,4,4,5,Application très pratique
APPMOB-00497,CLI-47566,2025-05-01 11:22:18,Android 2.4.0,Paiement,Suggestion d'amélioration,1,2,1,2,Ajouter mode sombre
APPMOB-00498,CLI-11538,2025-08-23 11:22:18,iOS 2.4.0,Demande d'attestation,Suggestion d'amélioration,4,5,3,5,Ajouter mode sombre
APPMOB-00499,CLI-17130,2025-08-19 11:22:18,Android 2.3.5,Déclaration de sinistre,Bug signalé,2,2,3,1,L'application se ferme lors du paiement
APPMOB-00500,CLI-19138,2025-06-07 11:22:18,Android 2.4.1,Paiement,Difficulté d'utilisation,1,2,1,2,Menu pas intuitif
