feedback_id,client_id,date_feedback,type_contrat,canal,note_globale,clarte_informations,facilite_processus,temps_traitement,qualite_accompagnement,rapport_qualite_prix,commentaire,recommanderait
SOUSCR-00409,CLI-93787,2025-09-04,Assurance emprunteur,Application mobile,4,4,3,5,4,4,Processus très fluide et rapide,Oui
SOUSCR-00410,CLI-94531,2025-08-24,Habitation - Propriétaire,Téléphone,3,2,4,2,3,2,Pièces justificatives demandées excessives,Peut-être
SOUSCR-00411,CLI-15340,2025-07-27,Auto - Intermédiaire,Agence,3,2,3,2,4,2,Attente téléphonique trop longue,Peut-être
SOUSCR-00412,CLI-10107,2025-07-11,Responsabilité civile,Agence,4,5,3,3,4,4,Prix compétitif,Oui
SOUSCR-00413,CLI-19047,2025-07-16,Habitation - Propriétaire,Agence,3,3,3,2,3,2,Délai de traitement du dossier trop long,Peut-être
SOUSCR-00414,CLI-42539,2025-08-26,Auto - Au tiers,Courtier,3,4,2,2,3,3,Manque d'informations claires sur les garanties,Peut-être
SOUSCR-00415,CLI-22702,2025-06-04,Vie - Décès,Courtier,4,3,3,3,4,5,Excellent accueil en agence,Oui
SOUSCR-00416,CLI-94289,2025-05-24,Auto - Intermédiaire,Application mobile,2,1,2,2,2,2,Attente téléphonique trop longue,Non
SOUSCR-00417,CLI-40007,2025-06-03,Habitation - Locataire,Agence,4,3,4,3,5,5,Processus très fluide et rapide,Oui
SOUSCR-00418,CLI-57015,2025-05-17,Habitation - Propriétaire,Application mobile,4,3,5,4,3,3,Simplicité du parcours digital,Oui
SOUSCR-00419,CLI-85724,2025-10-10,Vie - Épargne,En ligne,5,4,5,5,5,5,Excellent accueil en agence,Oui
SOUSCR-00420,CLI-12001,2025-06-22,Vie - Décès,Application mobile,4,4,5,3,5,3,Excellent accueil en agence,Oui
SOUSCR-00421,CLI-47739,2025-10-07,Protection juridique,En ligne,2,1,2,1,2,1,Pièces justificatives demandées excessives,Non
SOUSCR-00422,CLI-77768,2025-05-12,Auto - Intermédiaire,Application mobile,4,3,4,4,4,5,Documentation claire et complète,Oui
SOUSCR-00423,CLI-70297,2025-09-11,Santé - Sénior,Agence,5,4,5,5,4,5,Simplicité du parcours digital,Oui
SOUSCR-00424,CLI-44523,2025-10-07,Auto - Intermédiaire,En ligne,2,3,2,1,2,3,Attente téléphonique trop longue,Non
SOUSCR-00425,CLI-59685,2025-06-07,Vie - Épargne,Téléphone,1,1,1,1,1,1,Attente téléphonique trop longue,Non
SOUSCR-00426,CLI-99016,2025-05-24,Habitation - Locataire,Application mobile,5,5,5,4,5,5,Conseiller patient et pédagogue,Oui
SOUSCR-00427,CLI-14658,2025-10-11,Assurance emprunteur,Agence,4,3,5,4,4,4,Souscription en ligne très intuitive,Oui
SOUSCR-00428,CLI-68260,2025-09-25,Auto - Au tiers,En ligne,5,5,5,5,5,5,Réponse rapide à mes questions,Oui
SOUSCR-00429,CLI-19930,2025-07-14,Habitation - Propriétaire,En ligne,4,4,4,3,4,4,Réponse rapide à mes questions,Oui
SOUSCR-00430,CLI-31677,2025-09-14,Vie - Épargne,Agence,5,5,5,4,5,4,Souscription en ligne très intuitive,Oui
SOUSCR-00431,CLI-33091,2025-06-16,Protection juridique,Téléphone,2,2,1,2,1,2,Processus trop long et complexe,Non
SOUSCR-00432,CLI-62119,2025-04-25,Habitation - Locataire,Téléphone,5,4,5,5,5,5,Excellent accueil en agence,Oui
SOUSCR-00433,CLI-88023,2025-09-01,Santé - Famille,Téléphone,4,3,4,4,3,4,Simplicité du parcours digital,Oui
SOUSCR-00434,CLI-59957,2025-08-01,Vie - Décès,Application mobile,3,4,3,4,3,4,Formulaire en ligne compliqué,Peut-être
SOUSCR-00435,CLI-15999,2025-07-02,Responsabilité civile,En ligne,5,5,5,5,4,5,Processus très fluide et rapide,Oui
SOUSCR-00436,CLI-46396,2025-05-28,Auto - Au tiers,Agence,5,4,4,5,5,5,Prix compétitif,Oui
SOUSCR-00437,CLI-84797,2025-08-15,Habitation - Locataire,En ligne,2,1,3,1,1,1,Formulaire en ligne compliqué,Non
SOUSCR-00438,CLI-77121,2025-10-02,Responsabilité civile,Téléphone,3,4,4,4,4,3,Formulaire en ligne compliqué,Peut-être
SOUSCR-00439,CLI-93720,2025-07-29,Responsabilité civile,Téléphone,2,3,1,2,3,3,Délai de traitement du dossier trop long,Non
SOUSCR-00440,CLI-17478,2025-10-13,Santé - Famille,Courtier,2,1,2,2,1,2,Manque d'informations claires sur les garanties,Non
SOUSCR-00441,CLI-47337,2025-10-14,Santé - Sénior,Application mobile,4,3,5,3,4,5,Réponse rapide à mes questions,Oui
SOUSCR-00442,CLI-63081,2025-04-26,Santé - Famille,Application mobile,4,5,3,4,5,5,Prix compétitif,Oui
SOUSCR-00443,CLI-80392,2025-08-09,Assurance emprunteur,En ligne,4,5,3,3,4,4,Processus très fluide et rapide,Oui
SOUSCR-00444,CLI-74088,2025-06-20,Auto - Intermédiaire,Agence,5,5,5,5,5,4,Je recommande vivement,Oui
SOUSCR-00445,CLI-91502,2025-06-29,Responsabilité civile,Application mobile,1,1,1,1,1,1,Manque d'informations claires sur les garanties,Non
SOUSCR-00446,CLI-14474,2025-09-23,Santé - Famille,Téléphone,3,4,4,4,4,4,Attente téléphonique trop longue,Peut-être
SOUSCR-00447,CLI-61568,2025-10-12,Santé - Sénior,Application mobile,3,4,4,3,3,2,Manque d'informations claires sur les garanties,Peut-être
SOUSCR-00448,CLI-34975,2025-09-11,Santé - Sénior,Application mobile,5,4,5,5,5,5,Prix compétitif,Oui
SOUSCR-00449,CLI-52416,2025-09-15,Assurance emprunteur,Agence,4,4,4,4,5,5,Prix compétitif,Oui
SOUSCR-00450,CLI-11343,2025-07-09,Santé - Sénior,En ligne,4,4,4,4,4,4,Simplicité du parcours digital,Oui
SOUSCR-00451,CLI-24511,2025-07-25,Vie - Décès,Application mobile,2,1,3,3,1,2,Conseiller peu disponible,Non
SOUSCR-00452,CLI-33412,2025-04-21,Santé - Famille,Courtier,5,4,5,4,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00453,CLI-65159,2025-05-03,Santé - Sénior,En ligne,2,1,1,3,2,3,Difficultés techniques sur le site web,Non
SOUSCR-00454,CLI-57567,2025-09-09,Auto - Tous risques,Application mobile,2,1,2,1,1,1,Processus trop long et complexe,Non
SOUSCR-00455,CLI-40995,2025-06-19,Responsabilité civile,Téléphone,4,5,5,5,3,4,Documentation claire et complète,Oui
SOUSCR-00456,CLI-79068,2025-05-01,Habitation - Résidence secondaire,Téléphone,3,3,4,2,4,4,Prix plus élevé que la concurrence,Peut-être
SOUSCR-00457,CLI-24122,2025-08-04,Auto - Au tiers,Agence,5,4,5,5,5,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00458,CLI-47955,2025-08-18,Santé - Famille,Agence,2,3,1,3,1,3,Délai de traitement du dossier trop long,Non
SOUSCR-00459,CLI-56054,2025-10-11,Habitation - Résidence secondaire,Téléphone,3,3,4,4,3,2,Difficultés techniques sur le site web,Peut-être
SOUSCR-00460,CLI-90230,2025-05-10,Santé - Individuelle,Courtier,4,4,3,3,4,4,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00461,CLI-57928,2025-07-07,Habitation - Propriétaire,En ligne,3,2,2,3,2,4,Prix plus élevé que la concurrence,Peut-être
SOUSCR-00462,CLI-46775,2025-07-27,Auto - Tous risques,Courtier,4,5,4,5,3,3,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00463,CLI-79095,2025-07-02,Protection juridique,Agence,2,2,3,2,3,1,Difficultés techniques sur le site web,Non
SOUSCR-00464,CLI-93035,2025-07-01,Habitation - Propriétaire,Courtier,4,4,4,4,3,3,Simplicité du parcours digital,Oui
SOUSCR-00465,CLI-75428,2025-10-10,Habitation - Locataire,Agence,2,2,3,3,2,2,Pas assez d'explications sur les exclusions,Non
SOUSCR-00466,CLI-98124,2025-07-05,Assurance emprunteur,Courtier,5,5,5,4,5,4,Souscription en ligne très intuitive,Oui
SOUSCR-00467,CLI-14552,2025-06-26,Assurance emprunteur,Courtier,5,5,4,5,5,5,Prix compétitif,Oui
SOUSCR-00468,CLI-83314,2025-04-29,Assurance emprunteur,En ligne,3,4,3,3,4,3,Prix plus élevé que la concurrence,Peut-être
SOUSCR-00469,CLI-63401,2025-07-08,Habitation - Résidence secondaire,Courtier,4,5,4,4,3,5,Conseiller patient et pédagogue,Oui
SOUSCR-00470,CLI-97385,2025-06-08,Habitation - Résidence secondaire,Courtier,3,4,4,4,3,2,Processus trop long et complexe,Peut-être
SOUSCR-00471,CLI-40372,2025-05-28,Santé - Individuelle,Courtier,5,5,4,5,5,5,Réponse rapide à mes questions,Oui
SOUSCR-00472,CLI-96053,2025-06-16,Habitation - Locataire,Téléphone,2,2,3,2,2,3,Conseiller peu disponible,Non
SOUSCR-00473,CLI-66345,2025-07-02,Auto - Intermédiaire,En ligne,1,1,1,1,2,1,Pièces justificatives demandées excessives,Non
SOUSCR-00474,CLI-82830,2025-06-22,Santé - Famille,Agence,5,5,5,5,5,4,Réponse rapide à mes questions,Oui
SOUSCR-00475,CLI-13133,2025-06-11,Auto - Intermédiaire,Courtier,4,3,3,5,3,3,Conseiller patient et pédagogue,Oui
SOUSCR-00476,CLI-20008,2025-07-09,Assurance emprunteur,Courtier,3,4,3,2,2,2,Difficultés techniques sur le site web,Peut-être
SOUSCR-00477,CLI-67622,2025-04-23,Habitation - Résidence secondaire,Courtier,4,3,3,5,5,3,Documentation claire et complète,Oui
SOUSCR-00478,CLI-39718,2025-09-25,Habitation - Résidence secondaire,Téléphone,4,4,3,5,5,3,Simplicité du parcours digital,Oui
SOUSCR-00479,CLI-41953,2025-06-02,Santé - Famille,Courtier,4,3,4,4,5,5,Excellent accueil en agence,Oui
SOUSCR-00480,CLI-62803,2025-07-18,Assurance emprunteur,Courtier,4,4,5,3,5,3,Simplicité du parcours digital,Oui
SOUSCR-00481,CLI-74949,2025-10-16,Habitation - Résidence secondaire,Courtier,4,3,4,5,5,5,Prix compétitif,Oui
SOUSCR-00482,CLI-31865,2025-09-17,Habitation - Résidence secondaire,Téléphone,5,4,4,5,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00483,CLI-83344,2025-06-22,Auto - Intermédiaire,Courtier,4,5,4,3,5,4,Prix compétitif,Oui
SOUSCR-00484,CLI-37409,2025-09-18,Auto - Au tiers,Agence,5,5,5,5,5,5,Conseiller patient et pédagogue,Oui
SOUSCR-00485,CLI-82397,2025-08-23,Habitation - Locataire,Application mobile,3,3,2,4,4,2,Difficultés techniques sur le site web,Peut-être
SOUSCR-00486,CLI-53581,2025-07-01,Auto - Tous risques,Application mobile,5,4,4,5,5,5,Conseiller très professionnel et à l'écoute,Oui
SOUSCR-00487,CLI-96376,2025-05-10,Auto - Au tiers,En ligne,4,4,4,4,3,5,Processus très fluide et rapide,Oui
SOUSCR-00488,CLI-16326,2025-05-04,Vie - Décès,En ligne,4,3,3,3,3,5,Excellent accueil en agence,Oui
SOUSCR-00489,CLI-62189,2025-07-21,Habitation - Propriétaire,En ligne,4,4,3,5,3,3,Simplicité du parcours digital,Oui
SOUSCR-00490,CLI-94333,2025-07-16,Vie - Décès,Courtier,3,4,3,3,3,4,Délai de traitement du dossier trop long,Peut-être
SOUSCR-00491,CLI-37423,2025-08-15,Auto - Intermédiaire,Application mobile,5,5,5,5,5,5,Excellent accueil en agence,Oui
SOUSCR-00492,CLI-54166,2025-07-27,Habitation - Propriétaire,Agence,4,4,3,5,5,4,Excellent accueil en agence,Oui
SOUSCR-00493,CLI-18465,2025-10-06,Protection juridique,Application mobile,4,4,5,4,3,4,Documentation claire et complète,Oui
SOUSCR-00494,CLI-16752,2025-10-17,Vie - Décès,Application mobile,3,2,3,3,3,3,Prix plus élevé que la concurrence,Peut-être
SOUSCR-00495,CLI-14635,2025-07-18,Auto - Intermédiaire,Agence,1,2,1,1,1,1,Délai de traitement du dossier trop long,Non
SOUSCR-00496,CLI-88075,2025-08-18,Auto - Intermédiaire,En ligne,3,2,4,3,4,3,Pas assez d'explications sur les exclusions,Peut-être
SOUSCR-00497,CLI-81668,2025-09-24,Responsabilité civile,Courtier,3,3,4,3,4,2,Conseiller peu disponible,Peut-être
SOUSCR-00498,CLI-13668,2025-07-14,Vie - Épargne,Courtier,5,5,5,5,5,5,Prix compétitif,Oui
SOUSCR-00499,CLI-93246,2025-06-16,Vie - Décès,Application mobile,5,5,5,4,5,5,Souscription en ligne très intuitive,Oui
SOUSCR-00500,CLI-94291,2025-04-30,Vie - Décès,Téléphone,2,1,2,2,2,1,Conseiller peu disponible,Non
