ticket_id,resume,description,creation_date,departement
JIRA-0332,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-08-17 11:22:18,Service Client
JIRA-0113,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-08-18 11:22:18,Juridique
JIRA-0122,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-08-18 11:22:18,Recouvrement
JIRA-0085,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-08-19 11:22:18,Ressources Humaines
JIRA-0177,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-19 11:22:18,Marketing
JIRA-0169,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-21 11:22:18,Ressources Humaines
JIRA-0184,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-21 11:22:18,Commercial
JIRA-0227,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-21 11:22:18,Marketing
JIRA-0482,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-21 11:22:18,Sinistres
JIRA-0099,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-22 11:22:18,Recouvrement
JIRA-0344,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-08-22 11:22:18,IT
JIRA-0228,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-23 11:22:18,Actuariat
JIRA-0458,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-23 11:22:18,Juridique
JIRA-0109,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-24 11:22:18,Direction
JIRA-0213,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-08-24 11:22:18,IT
JIRA-0374,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-24 11:22:18,Recouvrement
JIRA-0062,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-25 11:22:18,Direction
JIRA-0131,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-25 11:22:18,Marketing
JIRA-0384,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-25 11:22:18,Service Client
JIRA-0070,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-26 11:22:18,IT
JIRA-0179,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-08-26 11:22:18,Actuariat
JIRA-0279,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-26 11:22:18,Actuariat
JIRA-0448,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-26 11:22:18,Comptabilité
JIRA-0385,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-27 11:22:18,Comptabilité
JIRA-0486,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-27 11:22:18,Ressources Humaines
JIRA-0155,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-28 11:22:18,Marketing
JIRA-0183,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-08-28 11:22:18,Sinistres
JIRA-0473,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-08-28 11:22:18,Service Client
JIRA-0479,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-28 11:22:18,Service Client
JIRA-0093,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-29 11:22:18,Sinistres
JIRA-0194,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18,Juridique
JIRA-0313,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18,Commercial
JIRA-0043,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-31 11:22:18,Actuariat
JIRA-0273,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-31 11:22:18,Sinistres
JIRA-0302,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-31 11:22:18,IT
JIRA-0493,Problème de messagerie instantanée,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-08-31 11:22:18,Service Client
JIRA-0496,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-31 11:22:18,IT
JIRA-0114,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-09-01 11:22:18,Service Client
JIRA-0220,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-01 11:22:18,Recouvrement
JIRA-0391,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-01 11:22:18,Direction
JIRA-0009,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-02 11:22:18,Comptabilité
JIRA-0125,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-02 11:22:18,IT
JIRA-0171,Demande de suppression de compte utilisateur,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-09-03 11:22:18,Comptabilité
JIRA-0214,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-03 11:22:18,Juridique
JIRA-0246,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-03 11:22:18,Souscription
JIRA-0271,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-03 11:22:18,IT
JIRA-0218,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-04 11:22:18,Juridique
JIRA-0434,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-04 11:22:18,Actuariat
JIRA-0338,Erreur lors de la sauvegarde sur serveur,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-09-05 11:22:18,Juridique
JIRA-0345,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-09-05 11:22:18,Marketing
JIRA-0016,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-06 11:22:18,Sinistres
JIRA-0026,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-06 11:22:18,Direction
JIRA-0038,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-06 11:22:18,Comptabilité
JIRA-0096,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-07 11:22:18,Recouvrement
JIRA-0432,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-07 11:22:18,Comptabilité
JIRA-0029,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-08 11:22:18,Juridique
JIRA-0357,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-08 11:22:18,Recouvrement
JIRA-0410,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-09-08 11:22:18,Ressources Humaines
JIRA-0077,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-10 11:22:18,Souscription
JIRA-0164,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-10 11:22:18,Service Client
JIRA-0445,Problème de son lors des visioconférences,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-09-10 11:22:18,Direction
JIRA-0453,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-10 11:22:18,Actuariat
JIRA-0025,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-11 11:22:18,Juridique
JIRA-0072,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-11 11:22:18,Direction
JIRA-0205,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-11 11:22:18,Ressources Humaines
JIRA-0276,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18,Commercial
JIRA-0284,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-11 11:22:18,Juridique
JIRA-0415,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18,Direction
JIRA-0030,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-09-12 11:22:18,Actuariat
JIRA-0360,Demande de changement de mot de passe messagerie,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-12 11:22:18,Direction
JIRA-0124,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-14 11:22:18,Comptabilité
JIRA-0226,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-14 11:22:18,Recouvrement
JIRA-0237,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-09-14 11:22:18,IT
JIRA-0472,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-14 11:22:18,IT
JIRA-0274,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-09-15 11:22:18,Comptabilité
JIRA-0021,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-16 11:22:18,IT
JIRA-0121,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-16 11:22:18,Comptabilité
JIRA-0416,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-16 11:22:18,Marketing
JIRA-0311,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-17 11:22:18,Souscription
JIRA-0023,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-09-18 11:22:18,Service Client
JIRA-0212,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-18 11:22:18,Commercial
JIRA-0317,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-18 11:22:18,Marketing
JIRA-0368,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-18 11:22:18,Commercial
JIRA-0308,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-19 11:22:18,Juridique
JIRA-0145,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-21 11:22:18,Sinistres
JIRA-0063,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-22 11:22:18,IT
JIRA-0133,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-22 11:22:18,Actuariat
JIRA-0084,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-23 11:22:18,Juridique
JIRA-0222,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-09-23 11:22:18,Recouvrement
JIRA-0052,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-24 11:22:18,Marketing
JIRA-0411,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-09-24 11:22:18,Commercial
JIRA-0034,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-26 11:22:18,Comptabilité
JIRA-0134,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-26 11:22:18,Sinistres
JIRA-0291,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-09-26 11:22:18,Comptabilité
JIRA-0087,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-09-28 11:22:18,Recouvrement
JIRA-0371,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-28 11:22:18,Souscription
JIRA-0049,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-09-29 11:22:18,Sinistres
JIRA-0088,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-29 11:22:18,Commercial
JIRA-0363,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-29 11:22:18,Comptabilité
JIRA-0103,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-30 11:22:18,Ressources Humaines
JIRA-0104,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-30 11:22:18,Commercial
JIRA-0400,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-09-30 11:22:18,IT
JIRA-0067,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-01 11:22:18,Commercial
JIRA-0211,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-01 11:22:18,Ressources Humaines
JIRA-0037,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-03 11:22:18,Direction
JIRA-0267,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-03 11:22:18,IT
JIRA-0478,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-03 11:22:18,Juridique
JIRA-0146,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-10-04 11:22:18,Comptabilité
JIRA-0153,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-04 11:22:18,Actuariat
JIRA-0333,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-04 11:22:18,Marketing
JIRA-0005,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-05 11:22:18,Marketing
JIRA-0007,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-05 11:22:18,Juridique
JIRA-0253,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-05 11:22:18,Recouvrement
JIRA-0359,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-05 11:22:18,Sinistres
JIRA-0123,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-06 11:22:18,Souscription
JIRA-0263,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-10-06 11:22:18,Sinistres
JIRA-0320,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-06 11:22:18,Comptabilité
JIRA-0341,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-10-06 11:22:18,IT
JIRA-0031,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-07 11:22:18,Sinistres
JIRA-0150,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-07 11:22:18,Souscription
JIRA-0393,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-10-07 11:22:18,Commercial
JIRA-0466,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18,Recouvrement
JIRA-0470,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18,Recouvrement
JIRA-0130,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-08 11:22:18,Direction
JIRA-0136,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-08 11:22:18,Juridique
JIRA-0489,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-08 11:22:18,Juridique
JIRA-0175,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-10 11:22:18,Marketing
JIRA-0252,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-10 11:22:18,IT
JIRA-0346,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-10-10 11:22:18,Recouvrement
JIRA-0403,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-10 11:22:18,Marketing
JIRA-0467,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-10 11:22:18,Ressources Humaines
JIRA-0170,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-11 11:22:18,Recouvrement
JIRA-0192,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-11 11:22:18,Recouvrement
JIRA-0282,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-12 11:22:18,Ressources Humaines
JIRA-0356,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-12 11:22:18,Sinistres
JIRA-0382,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-12 11:22:18,Ressources Humaines
JIRA-0425,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-10-12 11:22:18,Comptabilité
JIRA-0060,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-10-13 11:22:18,Ressources Humaines
JIRA-0089,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-13 11:22:18,Marketing
JIRA-0129,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-13 11:22:18,IT
JIRA-0292,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-13 11:22:18,Comptabilité
JIRA-0036,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-10-14 11:22:18,Recouvrement
JIRA-0041,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-10-14 11:22:18,Comptabilité
JIRA-0229,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-14 11:22:18,Direction
JIRA-0290,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-14 11:22:18,Juridique
JIRA-0422,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-10-14 11:22:18,Comptabilité
JIRA-0092,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-15 11:22:18,IT
JIRA-0119,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-15 11:22:18,Service Client
JIRA-0137,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-10-15 11:22:18,Service Client
JIRA-0061,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-17 11:22:18,Juridique
JIRA-0455,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-10-17 11:22:18,Recouvrement
JIRA-0056,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-18 11:22:18,Service Client
JIRA-0301,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-18 11:22:18,Sinistres
JIRA-0418,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-18 11:22:18,Service Client
