feedback_id,client_id,date_feedback,nps_score,categorie,profil_client,nb_contrats,a_eu_sinistre,a_contacte_service_client,utilise_app_mobile,commentaire
NPS-00403,CLI-59964,2025-08-02,10,Promoteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Oui,Service client irréprochable
NPS-00404,CLI-37565,2025-09-07,7,Passif,Client depuis 5-10 ans,1 contrat,Oui,Non,Non,Service correct mais améliorable
NPS-00405,CLI-30740,2025-09-20,7,Passif,Client depuis 1-3 ans,1 contrat,Oui,Oui,Oui,Service correct mais améliorable
NPS-00406,CLI-43434,2025-08-12,9,Promoteur,Client depuis 3-5 ans,3 contrats,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00407,CLI-97199,2025-07-12,9,Promoteur,Client depuis < 1 an,4+ contrats,Non,Oui,Non,Service client irréprochable
NPS-00408,CLI-29327,2025-10-01,8,Passif,Client depuis > 10 ans,2 contrats,Oui,Non,Oui,Prix corrects mais pas les meilleurs
NPS-00409,CLI-51401,2025-08-24,1,Détracteur,Client depuis > 10 ans,2 contrats,Non,Oui,Non,Manque de transparence
NPS-00410,CLI-35363,2025-07-22,9,Promoteur,Client depuis 5-10 ans,3 contrats,Non,Oui,Non,Remboursements rapides et sans souci
NPS-00411,CLI-24339,2025-06-06,4,Détracteur,Client depuis 3-5 ans,3 contrats,Oui,Oui,Non,Service client décevant
NPS-00412,CLI-97626,2025-08-28,7,Passif,Client depuis < 1 an,2 contrats,Non,Non,Oui,Satisfait sans plus
NPS-00413,CLI-30389,2025-09-28,2,Détracteur,Client depuis 3-5 ans,4+ contrats,Non,Oui,Non,Remboursements insuffisants
NPS-00414,CLI-43403,2025-06-17,4,Détracteur,Client depuis 5-10 ans,2 contrats,Non,Non,Oui,Remboursements insuffisants
NPS-00415,CLI-76002,2025-08-29,6,Détracteur,Client depuis 5-10 ans,3 contrats,Non,Non,Non,Service client décevant
NPS-00416,CLI-73041,2025-05-06,10,Promoteur,Client depuis 5-10 ans,4+ contrats,Oui,Oui,Non,Excellent rapport qualité/prix
NPS-00417,CLI-50595,2025-09-25,0,Détracteur,Client depuis > 10 ans,2 contrats,Non,Oui,Oui,Remboursements insuffisants
NPS-00418,CLI-38664,2025-06-25,10,Promoteur,Client depuis > 10 ans,2 contrats,Non,Non,Non,Conseiller toujours disponible et efficace
NPS-00419,CLI-36550,2025-08-29,10,Promoteur,Client depuis 3-5 ans,1 contrat,Oui,Non,Oui,Excellent rapport qualité/prix
NPS-00420,CLI-10020,2025-09-29,8,Passif,Client depuis 3-5 ans,3 contrats,Non,Oui,Non,Satisfait sans plus
NPS-00421,CLI-47867,2025-07-19,8,Passif,Client depuis < 1 an,2 contrats,Non,Oui,Non,Service correct mais améliorable
NPS-00422,CLI-97752,2025-08-14,1,Détracteur,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Service client décevant
NPS-00423,CLI-22804,2025-06-10,8,Passif,Client depuis > 10 ans,2 contrats,Oui,Non,Oui,Prix corrects mais pas les meilleurs
NPS-00424,CLI-47892,2025-05-31,9,Promoteur,Client depuis 1-3 ans,4+ contrats,Non,Non,Oui,Excellent rapport qualité/prix
NPS-00425,CLI-63912,2025-07-10,7,Passif,Client depuis < 1 an,2 contrats,Non,Non,Oui,Prix corrects mais pas les meilleurs
NPS-00426,CLI-96544,2025-07-22,10,Promoteur,Client depuis > 10 ans,4+ contrats,Non,Non,Non,Remboursements rapides et sans souci
NPS-00427,CLI-37277,2025-05-11,8,Passif,Client depuis 1-3 ans,2 contrats,Oui,Non,Oui,Pas de problème majeur
NPS-00428,CLI-35736,2025-09-29,10,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Oui,Non,Excellent rapport qualité/prix
NPS-00429,CLI-76185,2025-09-20,8,Passif,Client depuis 1-3 ans,3 contrats,Oui,Non,Oui,Prix corrects mais pas les meilleurs
NPS-00430,CLI-76979,2025-08-08,5,Détracteur,Client depuis 3-5 ans,2 contrats,Non,Oui,Non,Service client décevant
NPS-00431,CLI-82475,2025-05-06,5,Détracteur,Client depuis > 10 ans,3 contrats,Non,Oui,Non,Manque de transparence
NPS-00432,CLI-19962,2025-06-25,0,Détracteur,Client depuis < 1 an,2 contrats,Non,Oui,Non,Tarifs trop élevés
NPS-00433,CLI-24400,2025-06-26,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Non,Non,Non,Excellent rapport qualité/prix
NPS-00434,CLI-83165,2025-10-08,8,Passif,Client depuis 5-10 ans,1 contrat,Non,Oui,Non,Satisfait sans plus
NPS-00435,CLI-72523,2025-08-12,8,Passif,Client depuis 1-3 ans,3 contrats,Non,Oui,Non,Pas de problème majeur
NPS-00436,CLI-12919,2025-06-10,9,Promoteur,Client depuis 5-10 ans,3 contrats,Non,Oui,Oui,Remboursements rapides et sans souci
NPS-00437,CLI-89119,2025-09-10,8,Passif,Client depuis 5-10 ans,1 contrat,Non,Oui,Oui,Satisfait sans plus
NPS-00438,CLI-42586,2025-09-03,9,Promoteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Oui,Confiance totale
NPS-00439,CLI-46047,2025-06-13,3,Détracteur,Client depuis 1-3 ans,4+ contrats,Non,Non,Oui,Tarifs trop élevés
NPS-00440,CLI-95657,2025-06-25,8,Passif,Client depuis < 1 an,3 contrats,Oui,Non,Non,Service correct mais améliorable
NPS-00441,CLI-50700,2025-10-17,9,Promoteur,Client depuis 1-3 ans,3 contrats,Oui,Oui,Oui,Service client irréprochable
NPS-00442,CLI-98478,2025-05-15,6,Détracteur,Client depuis 1-3 ans,4+ contrats,Non,Oui,Non,Trop de complications administratives
NPS-00443,CLI-47778,2025-07-12,9,Promoteur,Client depuis > 10 ans,2 contrats,Non,Oui,Non,Confiance totale
NPS-00444,CLI-16434,2025-07-29,5,Détracteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Oui,Remboursements insuffisants
NPS-00445,CLI-25246,2025-10-06,3,Détracteur,Client depuis 3-5 ans,2 contrats,Oui,Non,Non,Manque de transparence
NPS-00446,CLI-83282,2025-10-11,9,Promoteur,Client depuis < 1 an,3 contrats,Non,Oui,Oui,Service client irréprochable
NPS-00447,CLI-21531,2025-06-13,9,Promoteur,Client depuis 3-5 ans,2 contrats,Oui,Non,Oui,Remboursements rapides et sans souci
NPS-00448,CLI-70443,2025-10-08,10,Promoteur,Client depuis < 1 an,1 contrat,Oui,Oui,Oui,Confiance totale
NPS-00449,CLI-69020,2025-06-08,2,Détracteur,Client depuis 3-5 ans,3 contrats,Non,Oui,Oui,Tarifs trop élevés
NPS-00450,CLI-98710,2025-08-23,7,Passif,Client depuis 1-3 ans,4+ contrats,Non,Non,Non,Service correct mais améliorable
NPS-00451,CLI-16598,2025-04-21,9,Promoteur,Client depuis 1-3 ans,1 contrat,Oui,Oui,Non,Remboursements rapides et sans souci
NPS-00452,CLI-49850,2025-09-01,0,Détracteur,Client depuis > 10 ans,2 contrats,Non,Non,Oui,Tarifs trop élevés
NPS-00453,CLI-34574,2025-08-28,8,Passif,Client depuis < 1 an,3 contrats,Non,Non,Non,Prix corrects mais pas les meilleurs
NPS-00454,CLI-91406,2025-09-07,1,Détracteur,Client depuis 1-3 ans,1 contrat,Oui,Non,Oui,Manque de transparence
NPS-00455,CLI-29611,2025-07-06,4,Détracteur,Client depuis 3-5 ans,4+ contrats,Oui,Non,Oui,Tarifs trop élevés
NPS-00456,CLI-37202,2025-08-18,10,Promoteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Non,Service client irréprochable
NPS-00457,CLI-90554,2025-09-03,8,Passif,Client depuis > 10 ans,4+ contrats,Oui,Non,Non,Satisfait sans plus
NPS-00458,CLI-69269,2025-07-18,8,Passif,Client depuis 1-3 ans,3 contrats,Oui,Non,Non,Satisfait sans plus
NPS-00459,CLI-42979,2025-07-19,7,Passif,Client depuis > 10 ans,2 contrats,Oui,Oui,Non,Pas de problème majeur
NPS-00460,CLI-96088,2025-05-03,8,Passif,Client depuis 3-5 ans,3 contrats,Oui,Oui,Oui,Prix corrects mais pas les meilleurs
NPS-00461,CLI-47291,2025-05-02,10,Promoteur,Client depuis 1-3 ans,1 contrat,Non,Non,Non,Service client irréprochable
NPS-00462,CLI-76632,2025-06-08,6,Détracteur,Client depuis < 1 an,1 contrat,Oui,Oui,Oui,Tarifs trop élevés
NPS-00463,CLI-86851,2025-08-20,9,Promoteur,Client depuis > 10 ans,3 contrats,Non,Oui,Oui,Conseiller toujours disponible et efficace
NPS-00464,CLI-17986,2025-08-07,4,Détracteur,Client depuis 1-3 ans,2 contrats,Oui,Non,Oui,Service client décevant
NPS-00465,CLI-41810,2025-05-14,9,Promoteur,Client depuis > 10 ans,2 contrats,Non,Oui,Non,Conseiller toujours disponible et efficace
NPS-00466,CLI-21724,2025-08-17,10,Promoteur,Client depuis 1-3 ans,4+ contrats,Oui,Non,Non,Service client irréprochable
NPS-00467,CLI-79651,2025-07-06,6,Détracteur,Client depuis > 10 ans,3 contrats,Oui,Non,Oui,Manque de transparence
NPS-00468,CLI-63492,2025-09-30,10,Promoteur,Client depuis 5-10 ans,4+ contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00469,CLI-62341,2025-07-19,9,Promoteur,Client depuis < 1 an,3 contrats,Non,Non,Non,Remboursements rapides et sans souci
NPS-00470,CLI-31830,2025-10-08,10,Promoteur,Client depuis < 1 an,1 contrat,Oui,Non,Oui,Conseiller toujours disponible et efficace
NPS-00471,CLI-46390,2025-10-01,7,Passif,Client depuis 5-10 ans,1 contrat,Non,Non,Oui,Satisfait sans plus
NPS-00472,CLI-32070,2025-08-06,9,Promoteur,Client depuis 1-3 ans,4+ contrats,Non,Oui,Oui,Service client irréprochable
NPS-00473,CLI-87033,2025-07-09,10,Promoteur,Client depuis < 1 an,1 contrat,Oui,Non,Oui,Confiance totale
NPS-00474,CLI-61166,2025-05-13,10,Promoteur,Client depuis 3-5 ans,1 contrat,Non,Oui,Oui,Confiance totale
NPS-00475,CLI-20033,2025-10-12,9,Promoteur,Client depuis 5-10 ans,4+ contrats,Oui,Non,Non,Excellent rapport qualité/prix
NPS-00476,CLI-95913,2025-09-08,3,Détracteur,Client depuis 3-5 ans,2 contrats,Non,Non,Oui,Manque de transparence
NPS-00477,CLI-75488,2025-07-27,6,Détracteur,Client depuis > 10 ans,4+ contrats,Oui,Oui,Non,Remboursements insuffisants
NPS-00478,CLI-69133,2025-08-25,9,Promoteur,Client depuis 5-10 ans,1 contrat,Non,Oui,Oui,Confiance totale
NPS-00479,CLI-76287,2025-05-23,2,Détracteur,Client depuis 5-10 ans,1 contrat,Oui,Oui,Non,Manque de transparence
NPS-00480,CLI-41981,2025-09-18,8,Passif,Client depuis 5-10 ans,2 contrats,Non,Oui,Non,Service correct mais améliorable
NPS-00481,CLI-64811,2025-09-09,5,Détracteur,Client depuis > 10 ans,3 contrats,Oui,Oui,Non,Service client décevant
NPS-00482,CLI-16578,2025-09-08,9,Promoteur,Client depuis 1-3 ans,4+ contrats,Oui,Oui,Non,Conseiller toujours disponible et efficace
NPS-00483,CLI-75236,2025-06-23,7,Passif,Client depuis > 10 ans,4+ contrats,Oui,Oui,Oui,Pas de problème majeur
NPS-00484,CLI-70086,2025-09-03,8,Passif,Client depuis < 1 an,3 contrats,Non,Non,Non,Pas de problème majeur
NPS-00485,CLI-89646,2025-07-13,5,Détracteur,Client depuis 5-10 ans,2 contrats,Oui,Non,Non,Remboursements insuffisants
NPS-00486,CLI-80813,2025-07-13,7,Passif,Client depuis 3-5 ans,4+ contrats,Non,Oui,Non,Pas de problème majeur
NPS-00487,CLI-53529,2025-10-04,10,Promoteur,Client depuis > 10 ans,3 contrats,Oui,Oui,Non,Conseiller toujours disponible et efficace
NPS-00488,CLI-14312,2025-07-30,10,Promoteur,Client depuis 1-3 ans,3 contrats,Non,Non,Non,Conseiller toujours disponible et efficace
NPS-00489,CLI-45279,2025-07-13,5,Détracteur,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Trop de complications administratives
NPS-00490,CLI-47289,2025-10-05,9,Promoteur,Client depuis < 1 an,4+ contrats,Oui,Non,Oui,Excellent rapport qualité/prix
NPS-00491,CLI-49638,2025-10-13,8,Passif,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Service correct mais améliorable
NPS-00492,CLI-63347,2025-06-07,9,Promoteur,Client depuis 3-5 ans,3 contrats,Non,Non,Oui,Conseiller toujours disponible et efficace
NPS-00493,CLI-42072,2025-04-23,9,Promoteur,Client depuis 3-5 ans,2 contrats,Non,Non,Non,Service client irréprochable
NPS-00494,CLI-47809,2025-09-26,7,Passif,Client depuis 5-10 ans,1 contrat,Non,Non,Non,Service correct mais améliorable
NPS-00495,CLI-23079,2025-08-11,8,Passif,Client depuis 1-3 ans,2 contrats,Oui,Non,Non,Service correct mais améliorable
NPS-00496,CLI-88636,2025-06-11,8,Passif,Client depuis 3-5 ans,1 contrat,Oui,Non,Oui,Service correct mais améliorable
NPS-00497,CLI-54783,2025-04-23,10,Promoteur,Client depuis 1-3 ans,4+ contrats,Non,Oui,Non,Conseiller toujours disponible et efficace
NPS-00498,CLI-71836,2025-06-04,10,Promoteur,Client depuis 5-10 ans,3 contrats,Oui,Oui,Oui,Confiance totale
NPS-00499,CLI-21679,2025-06-17,6,Détracteur,Client depuis 5-10 ans,1 contrat,Oui,Oui,Non,Trop de complications administratives
NPS-00500,CLI-69600,2025-07-29,3,Détracteur,Client depuis > 10 ans,3 contrats,Oui,Non,Oui,Tarifs trop élevés
